1651998327,17.5537,17.5454
1651998328,17.5537,17.5446
1651998329,17.5723,17.5436
1651998330,17.5537,17.5427
1651998331,17.5723,17.5419
1651998332,17.5537,17.541
1651998333,17.5723,17.5401
1651998334,17.5723,17.5393
1651998335,17.5723,17.5387
1651998336,17.6093,17.538
1651998337,17.5537,17.5372
1651998339,17.5352,17.5364
1651998340,17.5352,17.5356
1651998341,17.5537,17.5347
1651998342,17.4981,17.5336
1651998343,17.4981,17.5328
1651998344,17.4796,17.5318
1651998345,17.461,17.5309
1651998346,17.4796,17.5297
1651998347,17.4796,17.5285
1651998348,17.4796,17.5273
1651998349,17.461,17.5258
1651998351,17.461,17.5244
1651998352,17.4425,17.5228
1651998353,17.4425,17.5214
1651998354,17.424,17.5198
1651998355,17.4425,17.5183
1651998356,17.4425,17.5172
1651998357,17.4425,17.516
1651998358,17.461,17.5149
1651998359,17.461,17.5138
1651998360,17.4981,17.513
1651998361,17.5166,17.5125
1651998362,17.5537,17.5119
1651998364,17.5352,17.5115
1651998365,17.4796,17.5106
1651998366,17.4796,17.51
1651998367,17.4796,17.5093
1651998368,17.461,17.5086
1651998369,17.461,17.508
1651998370,17.461,17.5072
1651998371,17.4796,17.5064
1651998372,17.461,17.5055
1651998373,17.461,17.5047
1651998374,17.461,17.5039
1651998375,17.461,17.5032
1651998376,17.461,17.5023
1651998378,17.4796,17.5017
1651998379,17.4981,17.5012
1651998380,17.4981,17.5006
1651998381,17.4425,17.4996
1651998382,17.461,17.4989
1651998383,17.4425,17.4977
1651998384,17.461,17.4968
1651998385,17.461,17.496
1651998386,17.5166,17.4954
1651998387,17.4796,17.4948
1651998388,17.2386,17.4931
1651998390,17.4981,17.4925
1651998391,17.3684,17.4913
1651998392,17.3869,17.4903
1651998393,17.424,17.4894
1651998394,17.4054,17.4885
1651998395,17.4981,17.4878
1651998396,17.5166,17.4874
1651998397,17.4981,17.4868
1651998398,17.5166,17.4863
1651998399,17.4981,17.4856
1651998400,17.5166,17.485
1651998402,17.4981,17.4844
1651998403,17.5166,17.4839
1651998404,17.4981,17.4834
1651998405,17.4796,17.4829
1651998406,17.4981,17.4825
1651998407,17.4981,17.4819
1651998408,17.4981,17.4814
1651998409,17.4981,17.4808
1651998410,17.5166,17.4805
1651998411,17.4796,17.4802
1651998412,17.4796,17.4796
1651998414,17.4796,17.479
1651998415,17.4981,17.4785
1651998416,17.4981,17.478
1651998417,17.5166,17.4774
1651998418,17.5352,17.4768
1651998419,17.5166,17.4761
1651998420,17.5166,17.4759
1651998421,17.5166,17.4756
1651998422,17.5166,17.4754
1651998423,17.5352,17.4752
1651998424,17.5166,17.4751
1651998425,17.5166,17.4748
1651998427,17.5166,17.4744
1651998428,17.5352,17.4743
1651998429,17.5352,17.4742
1651998430,17.5166,17.4739
1651998431,17.5352,17.4736
1651998432,17.5537,17.4735
1651998433,17.5352,17.4733
1651998434,17.5537,17.4735
1651998435,17.5352,17.4735
1651998436,17.5352,17.4736
1651998437,17.5352,17.4734
1651998438,17.5537,17.4733
1651998440,17.5537,17.4732
1651998441,17.5352,17.473
1651998442,17.5352,17.4733
1651998443,17.5352,17.4734
1651998444,17.5723,17.4739
1651998445,17.5723,17.4751
1651998446,17.5723,17.4762
1651998447,17.5723,17.4774
1651998448,17.5723,17.4786
1651998449,17.5723,17.4796
1651998450,17.5908,17.4809
1651998451,17.5908,17.482
1651998453,17.5908,17.4832
1651998454,17.5908,17.4843
1651998455,17.5908,17.4856
1651998456,17.6279,17.487
1651998457,17.5908,17.4884
1651998458,17.5723,17.4896
1651998459,17.6279,17.4912
1651998460,17.6464,17.4929
1651998461,17.6649,17.4948
1651998462,17.6093,17.4963
1651998463,17.5908,17.4977
1651998465,17.6093,17.4993
1651998466,17.6279,17.501
1651998467,17.6279,17.5026
1651998468,17.5908,17.504
1651998469,17.6093,17.5055
1651998470,17.5723,17.5069
1651998471,17.5908,17.508
1651998489,17.6464,17.5095
1651998490,17.6464,17.5112
1651998491,17.6279,17.5129
1651998492,17.6279,17.5146
1651998493,17.6279,17.5164
1651998494,17.6649,17.5183
1651998495,17.6093,17.5204
1651998496,17.6279,17.5224
1651998497,17.6093,17.5244
1651998498,17.6279,17.5266
1651998499,17.6093,17.5284
1651998500,17.6093,17.5303
1651998502,17.5908,17.532
1651998503,17.5723,17.5338
1651998504,17.5723,17.5355
1651998505,17.5723,17.537
1651998506,17.5537,17.5382
1651998507,17.5537,17.5398
1651998508,17.5537,17.5414
1651998509,17.5537,17.5428
1651998510,17.5352,17.5444
1651998511,17.5537,17.5461
1651998512,17.5352,17.5476
1651998514,17.5352,17.5489
1651998515,17.5537,17.5505
1651998516,17.5537,17.5521
1651998517,17.5537,17.5536
1651998518,17.5537,17.555
1651998519,17.5537,17.5541
1651998520,17.5537,17.5532
1651998521,17.5537,17.5519
1651998522,17.5537,17.551
1651998523,17.5723,17.5502
1651998524,17.5723,17.5517
1651998525,17.5352,17.5505
1651998527,17.5352,17.5492
1651998528,17.5166,17.5482
1651998529,17.5352,17.5472
1651998530,17.5166,17.5462
1651998531,17.5352,17.545
1651998532,17.5537,17.5441
1651998533,17.5537,17.5433
1652007142,16.2562,17.5373
1652007340,16.3489,17.5317
1652007341,15.1996,17.5215
1652007343,14.6621,17.5091
1652007344,15.3665,17.4997
1652007345,13.9206,17.4842
1652007346,14.4211,17.4707
1652007347,13.9021,17.455
1652007348,14.1431,17.4403
1652007349,14.4767,17.4269
1652007350,14.5323,17.4137
1652007351,14.4211,17.3999
1652007352,13.865,17.3839
1652007353,14.2358,17.3693
1652013866,17.8688,17.3692
1652017948,17.6464,17.6464
1652017949,17.6093,17.6463
